gauge_id,baseline_p_annual,future_p_annual,d_p_annual,baseline_pet_annual,future_pet_annual,d_pet_annual,baseline_aridity,future_aridity,d_aridity,baseline_p_summer,future_p_summer,d_p_summer,baseline_pet_summer,future_pet_summer,d_pet_summer,baseline_aridity_summer,future_aridity_summer,d_aridity_summer,baseline_seasonality,future_seasonality,d_seasonality,baseline_tas_mean,future_tas_mean,d_tas_mean
27041,780.8006310344813,733.6023233333318,-47.198307701149474,552.3056379310351,695.0296766666664,142.72403873563132,0.7075902320332642,0.9450830101814045,0.2374927781481403,198.25269827586203,151.0548983333335,-47.19779994252852,249.88371034482785,327.5770883333339,77.69337798850606,1.2768094224182405,2.169230356935712,0.8924209345174714,0.004866655983527857,0.4630481339581183,0.4581814779745904,8.839579540229892,11.998444152777797,3.158864612547905
27042,920.3447310344815,864.0153616666657,-56.32936936781573,536.0478258620692,671.891206666666,135.8433808045968,0.5824523790705567,0.7852759989684148,0.20282361989785813,218.07117931034506,162.68498166666697,-55.38619764367809,244.02039827586214,319.9542083333331,75.93381005747096,1.1337913678048301,1.9668890971124553,0.8330977293076252,0.11445804117173516,0.5795424529704938,0.4650844117987586,8.235858979885059,11.416367314814824,3.1805083349297654
27043,1459.2049362069006,1428.7107766666645,-30.49415954023607,521.8634396551722,650.6422016666648,128.77876201149263,0.3590818061584708,0.45490301067744326,0.09582120451897247,296.8115568965517,206.48752333333363,-90.32403356321805,238.0634172413796,311.92628499999984,73.86286775862024,0.8124726681919223,1.5105900304385416,0.6981173622466192,0.4577961339039244,0.930039643177589,0.47224350927366465,7.590668352490411,10.762022731481464,3.1713543789910528
27047,1885.0952586206854,1955.6737599999965,70.57850137931109,495.6136017241389,607.686211666665,112.07260994252613,0.26344446786621883,0.3098126849880586,0.04636821712183975,357.2073793103442,246.48818333333332,-110.71919597701088,226.18954655172428,290.0018383333334,63.81229178160913,0.6340125807271962,1.1765105660248059,0.5424979852976096,0.595574693971866,1.0539495907850132,0.45837489681314714,7.04537585727971,10.216679606481467,3.1713037492017566
27049,863.1903448275856,810.0349033333297,-53.15544149425591,544.2193431034477,686.8442349999992,142.6248918965515,0.6305501433975047,0.8467507446358848,0.21620060123838014,217.72102413793132,162.30853333333334,-55.41249080459798,246.2467379310344,326.1787449999998,79.93200706896542,1.1445239037235098,2.009550693254357,0.8650267895308472,0.005728103286713937,0.48407325668681483,0.4783451534001009,8.263192801724113,11.445604874999999,3.182412073275886
27051,857.0464431034466,791.3378216666637,-65.70862143678289,568.6203293103445,731.4125266666651,162.79219735632068,0.6650839664480901,0.9136001573010567,0.2485161908529666,212.35017586206908,153.9185750000002,-58.431600862068876,256.65989482758584,345.75511333333384,89.095218505748,1.2236045313128823,2.246509148258512,1.0229046169456295,0.07502615988561143,0.5502524514306225,0.47522629154501106,8.714261053639863,11.932771527777769,3.218510474137906
27062,985.6067086206897,922.2886916666648,-63.31801695402487,554.0100568965509,700.9743983333337,146.9643414367829,0.563552803135836,0.7555241611838845,0.19197135804804855,224.02658793103447,161.8979250000002,-62.128662931034256,251.28435000000002,332.7311783333337,81.44682833333366,1.1361934389080894,2.0551075280212925,0.918914089113203,0.25063007802852894,0.7366890432617726,0.4860589652332437,8.626214080459759,11.817616995370393,3.1914029149106344
27064,617.7204637931019,576.2088433333325,-41.51162045976935,583.978877586207,755.2041566666674,171.22527908046038,0.9470515386640671,1.2963812495033753,0.3493297108393082,175.69238448275877,135.85929166666682,-39.83309281609195,264.6657862068964,358.2298233333345,93.56403712643805,1.5229095020234176,2.638844202843803,1.1159347008203853,-0.2113064727449377,0.20688719434149636,0.418193667086434,9.592037777777794,12.853888407407418,3.261850629629624
27065,1292.5532379310314,1218.781520000001,-73.77171793103048,533.5706448275863,671.5847333333334,138.01408850574705,0.4141995789693609,0.5519579792747874,0.13775840030542652,266.89793793103473,184.48808333333352,-82.40985459770121,245.43537068965554,324.4447766666665,79.00940597701094,0.9302410434481851,1.7586626514545556,0.8284216080063704,0.4045891556157596,0.8872812313351236,0.482692075719364,8.296786326628322,11.544290287037015,3.247503960408693
27071,871.7351362068976,818.4893849999976,-53.24575120689997,547.5193465517237,686.386851666668,138.86750511494427,0.6294195433480707,0.8314388380572364,0.2020192947091657,202.2107189655173,154.34748333333323,-47.86323563218406,247.31328620689692,323.5709133333332,76.25762712643626,1.235498448469543,2.0965426515344294,0.8610442030648864,0.21101729051101265,0.6523510657572931,0.4413337752462804,8.53428403256703,11.695398143518522,3.161114110951493
27073,724.090822413792,679.7983433333324,-44.29247908045966,554.7061017241379,695.7808116666649,141.07470994252708,0.7673035422359205,1.0252801732407937,0.2579766310048732,185.86827931034503,148.36507833333323,-37.5032009770118,251.69644137931053,327.6442883333333,75.94784695402276,1.3708425528186101,2.209679746157289,0.8388371933386787,-0.007863540119280666,0.40433262622960586,0.4121961663488865,9.125676700191564,12.256061740740721,3.1303850405491573
27077,957.5580586206903,887.3813466666672,-70.17671195402306,550.4614103448287,703.2520816666658,152.79067132183718,0.576306026286048,0.7848041192112778,0.2084980929252298,219.3624155172419,158.79331333333357,-60.56910218390834,250.28299482758598,334.0352899999999,83.75229517241394,1.1537518485474512,2.1040654901683404,0.9503136416208893,0.24938813118836656,0.7153277876866166,0.4659396564982501,8.689514683908056,11.942577120370363,3.253062436462306
27079,1052.6290603448256,992.1176416666688,-60.511418678156815,549.8472500000001,698.5152399999973,148.6679899999972,0.5242742068994442,0.7036260679650498,0.17935186106560563,235.39751206896574,166.57838499999997,-68.81912706896577,250.92595689655164,334.6482649999998,83.72230810344817,1.0783627933681803,2.0088745827648085,0.9305117893966282,0.2808850085829775,0.759833825050453,0.47894881646747556,8.665353702107275,11.906059467592586,3.240705765485311
27080,995.7719758620665,943.5176966666654,-52.25427919540107,549.048731034482,693.8918066666647,144.84307563218272,0.5533202518026041,0.7336294191657968,0.1803091673631927,227.64182758620677,162.544991666667,-65.09683591953979,249.39422413793125,330.52861499999995,81.1343908620687,1.10928493092376,2.0333685666351573,0.9240836357113973,0.25297044202273905,0.7270057287430226,0.47403528672028356,8.659110833333376,11.86458196759257,3.205471134259195
27084,1119.4622706896541,1064.8160699999994,-54.646200689654734,541.18435,678.8509099999989,137.66655999999887,0.4854324091661971,0.6373631835187359,0.15193077435253877,251.94164827586206,176.68344166666685,-75.25820660919521,246.31507413793082,324.99761000000046,78.68253586206964,0.9905653656161243,1.8398907146138195,0.8493253489976952,0.2854755558990165,0.7587224022910011,0.47324684639198455,8.275630636973194,11.444862675925936,3.1692320389527424
27087,757.2027879310345,713.0747816666649,-44.128006264369674,551.2268672413791,691.0289566666684,139.8020894252893,0.7289469079724304,0.9706203802159415,0.2416734722435111,192.21492068965534,152.51550333333324,-39.6994173563221,249.6656293103451,323.24183499999964,73.57620568965453,1.3147114366107653,2.120713609536412,0.8060021729256466,0.01039301478736429,0.426329894715772,0.41593687992840767,8.976264736589982,12.09776223611109,3.121497499521107
27089,1175.2743310344767,1128.6600733333298,-46.614257701146926,539.1359672413779,678.8255850000014,139.6896177586235,0.4603383768294832,0.6002641671291736,0.13992579029969043,255.80120344827543,180.85657000000043,-74.944633448275,245.39376379310391,324.04213500000066,78.64837120689674,0.9722349670193877,1.7916364562974851,0.8194014892780974,0.33630098609969417,0.8196597241988439,0.48335873809914975,8.21972543582375,11.414607296296325,3.1948818604725737
27090,1191.2630068965523,1125.42647833333,-65.83652856322237,523.5857172413807,653.1817216666707,129.59600442528995,0.4405759914166671,0.5778987055772351,0.13732271416056802,237.51889482758617,177.380155,-60.138739827586164,238.17053620689654,310.0719816666669,71.90144545977034,1.0108152796394705,1.7485795002028537,0.7377642205633832,0.4898402641076094,0.9056328139261617,0.4157925498185523,7.474875641762454,10.64615843055554,3.1712827887930857
28001,1411.830593103446,1336.038819999993,-75.79177310345312,530.1091086206902,672.4467633333354,142.3376547126452,0.3765598427029251,0.50545209910231,0.12889225639938495,293.84757241379316,202.5842100000003,-91.26336241379286,243.4564637931034,325.6073016666671,82.15083787356372,0.8377748696955054,1.607458625457676,0.7696837557621705,0.3783906080349595,0.8627124538939176,0.4843218458589581,7.487008266283562,10.748353412037035,3.2613451457534737
28003,750.514872413791,693.1444066666639,-57.370465747127014,574.54815,753.860531666665,179.31238166666503,0.7655446147343422,1.0766421737552712,0.31109755902092895,193.73043448275848,138.21787666666683,-55.51255781609166,262.3597413793103,361.5626633333334,99.20292195402305,1.3676719055566795,2.6339155318652403,1.2662436263085608,-0.03505181405907624,0.46219397894975156,0.4972457930088278,9.473225871647545,12.838165050925918,3.364939179278373
28008,1023.8338034482783,982.3784883333338,-41.45531511494448,558.2473724137933,718.757769999999,160.51039758620573,0.5456286051688455,0.7348494657848257,0.1892208606159802,237.52306379310392,161.33656000000002,-76.1865037931039,256.262001724138,350.27873999999986,94.01673827586188,1.0916287233797186,2.1710645466703644,1.0794358232906458,0.18680880052159962,0.7216060469191947,0.5347972463975951,8.505314358237554,11.758368935185167,3.253054576947614
28009,769.9927258620663,719.0206083333326,-50.97211752873375,574.3805810344825,744.7359366666672,170.35535563218468,0.7459734390927799,1.0364049483589306,0.2904315092661507,195.43071724137945,138.4735,-56.95721724137945,263.8324603448276,360.0668366666668,96.23437632183919,1.3649284487634366,2.6041239972529233,1.2391955484894868,0.00977468362314277,0.5117611525012207,0.5019864688780779,9.361552150383158,12.662755347222184,3.301203196839026
28012,751.0499068965487,698.048048333332,-53.00185856321673,574.2603862068944,739.803714999997,165.54332879310266,0.764636423318103,1.0595476477711063,0.29491122445300333,196.88118275862098,136.89411000000018,-59.9870727586208,261.4379706896557,353.74951499999986,92.31154431034417,1.3423389322197412,2.587703540101318,1.245364607881577,-0.05978707057211165,0.454287337130691,0.5140744077028027,9.464230550766304,12.713859115740727,3.2496285649744223
28015,654.2852948275836,603.8319116666657,-50.45338316091784,580.8261896551728,753.3872766666652,172.56108701149242,0.8877805447497081,1.239212845590553,0.35143230084084476,175.929901724138,131.92896833333333,-44.000933390804676,266.8638275862065,362.8451299999999,95.9813024137934,1.5329999358158664,2.7507228668521013,1.217722931036235,-0.10871116386640123,0.3568017742682634,0.46551293813466466,9.573406144635982,12.865021967592613,3.291615822956631
